track_id,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min
0SoYN9bRGPj7qV6loQKCTO,A Real Good Bad One,1,31,FALSE,Joe Hermes,23,1518,N/A,7IE6vOcDUge35P3SGJhzJk,A Real Good Bad One,2025-10-24,1,single,2.73
19A7srqQSXoW14muGyiHjg,BOSS - English Ver.,3,33,FALSE,A2O,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,PAPARAZZI ARRIVE,2025-10-24,14,album,2.92
0XQQpq855N5rnUsFBXo2ml,Bridges,1,11,FALSE,Scarlett Butler,3,364,N/A,0urpaXU8WR1FqEEvaD1UaN,Bridges,2025-10-24,1,single,2.91
0nBPI5KxKOeOtr24sdGpE6,Can't Go Back,1,30,FALSE,LEROCQUE,23,13770,N/A,28UXdTnzMDGwX0Lu2xi5Xo,Can't Go Back,2025-10-24,1,single,2.43
2aMZEJZwWouRzOw2aSfKV9,Deeply Still,1,35,FALSE,Xander Ward,35,729,N/A,2elo6qnwOjghfLHF1V1Fo5,Deeply Still,2025-10-24,1,single,2.91
2zzjpwG8wu3skr08m7rM6e,Eggshell Tap Dancer,1,52,FALSE,The All-American Rejects,67,3134186,"pop punk, emo",6KhlAeMS2m3pCXpKcOH4f9,Eggshell Tap Dancer,2025-10-24,4,single,3.78
2MbsC60IxeyJNVRRgeqH4w,Eyes on You,1,22,FALSE,Smith & Liddle,17,543,N/A,4qztrns4MDwGFLHsWmFoB8,Eyes on You,2025-10-24,3,single,4.26
2Zq3Trov36G0TtrUt4ZklL,superstar,2,59,TRUE,Artemas,74,1378935,N/A,75FM00r9Lgdi0YHv7vvzzB,LOVERCORE,2025-10-24,14,album,2.82
7rdHxPQimXkOcmUmsfGhxY,Trim,1,1,TRUE,YUNG ALPO,24,166,N/A,2oLtKEcuXiyWnsuHIUlNTF,Trim,2025-10-24,1,single,2.62
2H6cMXx0Kmj6XlbMx4BYi9,Trip,14,32,FALSE,A2O,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,PAPARAZZI ARRIVE,2025-10-24,14,album,3.26
6DIrsJFPypT0Z3emDKnXYd,HEARTBREAK SZN,1,32,TRUE,PRAX,23,1982,N/A,5ywdzunlKaIQX3nEt0iGAk,HEARTBREAK SZN,2025-10-24,1,single,2.89
05aYqGC8NNxr4jiHbQXLG3,Higher Vibration,1,35,FALSE,Mark II,25,722,N/A,1a8W5aTsPfvsHhEG4xrdrH,Higher Vibration (feat. Aleesia),2025-10-24,2,single,2.4
0C42YiaJQyb0OExJ89bRbs,Hold On (We Are Going Home),1,34,FALSE,Suark,32,1496,N/A,21HfXluFe7g9btMxurTERv,Hold On (We Are Going Home),2025-10-24,1,single,3.58
1yLkASt2rIp9W5t3NuZrwQ,Kay,1,2,FALSE,Vince Bello,6,84,N/A,7zczAwbjqQLYRHG3Dsv2CC,Kay,2025-10-24,1,single,3.85
2zLnwikuCxJwMkEI8tqDN4,you never really cared,1,31,FALSE,Anna Marx,34,1693,N/A,4lsCek3wJDt94Ckqt4EBe7,you never really cared,2025-10-24,1,single,2.37
0kWQFzHzEPtvrKnwngvWyb,Master of the Kill,1,42,FALSE,Ana Shine,45,27570,N/A,3sco42g8ybU4RLqlVMurLE,Master of the Kill,2025-10-23,1,single,3.25
5NWYu2pYfLGu3iQB08RC4m,Fool For You,1,25,FALSE,Stray Currents,20,1073,N/A,26dDnkGL1FF3z1AsEBad3p,Fool For You,2025-10-22,1,single,3.07
4cVw1IeHrFuVS58Glolglb,blonde eyes,1,25,FALSE,Sopperior,30,2891,N/A,4nqRc4Bxdhrr49RmHWkFus,orphic,2025-10-21,5,single,2.41
31lp34zEvY603Xjkz2hrOo,limerence,2,13,FALSE,Sopperior,30,2896,N/A,4nqRc4Bxdhrr49RmHWkFus,orphic,2025-10-21,5,single,1.48
1nNgDKWWX9MU9cp5FrHXRN,Love Crazy - Stash Konig Remix,1,31,FALSE,MisterNez,18,200,N/A,2kepsE9qO2QRTLCsF1byjn,Love Crazy (Stash Konig Remix),2025-10-20,1,single,3.26
4ljqKsDyZzicNpBIMvDaZ5,One More Time,5,6,FALSE,Fraser Stott,13,119,N/A,179fPnGB9pMjUUH2pT02o0,19,2025-10-19,9,album,3.94
5hw7dvgBRLvlCiALWwujYz,Nectar - B-Rain Remix,2,29,FALSE,Senhit,27,54636,N/A,4Z53gLriAjTmR7DQr1LRY4,Nectar (The Remixes),2025-10-17,3,single,2.95
6OTDBDVaK18xlne9rlGQok,No Glory,1,52,FALSE,Besomorph,58,146944,slap house,1jO43qFvbxg7hdp2LgMmyw,No Glory,2025-10-17,1,single,2.37
1NXbNEAcPvY5G1xvfN57aA,Dracula,3,80,TRUE,Tame Impala,84,9509731,"neo-psychedelic, indie",5WulAOx9ilWy1h8UGZ1gkI,Deadbeat,2025-10-17,12,album,3.42
6gRNWnK8b8BVfzrF65HGcf,PSYCHWARD (with WesGhost ft. Project Pat),1,51,TRUE,Diplo,77,2812337,moombahton,5oq9z5XNldcl7wTiEamVvo,PSYCHWARD,2025-10-17,4,single,2.88
1e73KA7YWgIS9cLszZJRTu,Where Have You Been,1,38,FALSE,Ken,50,7219,hypertechno,5OPlNhEIlxUifin4l0gPL6,Where Have You Been,2025-10-17,1,single,2.08
44NbFZ0gEZ4U0LMMsHWyb3,Great Tomorrow,1,3,FALSE,Kxng Leó,1,177,N/A,0jFDIZgcya0j2cfR17izT9,Great Tomorrow,2025-10-17,1,single,2.21
05RK4klU7S2Jm50ONIjyM4,Hearts Grow Cold (Saint Noël) [feat. Olivia Cadenza],1,50,FALSE,Kayote,49,19306,N/A,0Kil1i9WrmbacxToZg8qk9,Hearts Grow Cold (Saint Noêl) [feat. Olivia Cadenza],2025-10-17,1,single,2.65
0Oriikd4ETp5qmzek6ZUD5,Talk To You (ft. Elton John),1,72,TRUE,Sam Fender,73,1204977,N/A,5tmaU5xBUYQYr2VkWhokIb,Talk To You (ft. Elton John),2025-10-17,1,single,5.28
5jw5yNpSTxdBAr1AV3N96s,The Way I Am Now,1,25,FALSE,Lila Holler,17,1068,N/A,7xpJHorbY32dNwaRlBgXC5,The Way I Am Now,2025-10-17,1,single,3.77
0lRnxwJeUOxwEvWMw4uQKj,Think About Us,1,68,FALSE,Sonny Fodera,66,306842,house,1jmVSpWhzD8vciWg2Qtd5V,Think About Us,2025-10-17,1,single,2.96
6q43CVVE0VXEWlDjPdgH0c,Trophy Wife,1,32,TRUE,Annalise Azadian,31,5701,N/A,5XWqunjy0GiCQIOLtEyuyr,Trophy Wife,2025-10-17,1,single,2.86
0vXBmU9Zus9ZtbR4kvZAjH,baby can you sin for me,1,52,FALSE,Ex Habit,59,130408,dark r&b,5eudqcLVRKtOtQdlHQ2yrm,baby can you sin for me,2025-10-16,1,single,2.69
5UDCl2GNB6gT4ataiXTIGH,Wild Side,1,48,FALSE,Poul,53,1161,N/A,2U1CbDdkzsZ8noUsraKsoq,Wild Side,2025-10-16,1,single,2.5
0dtNBn7Uww8lHFTs6mittj,Amal,1,38,FALSE,Abeer Nehme,50,247771,"sholawat, khaleeji",18hYLYMgQLsJiAso2Kok7w,Amal,2025-10-15,1,single,3.88
2OZVskV28xxJjjhQqKTLSg,PIXELATED KISSES,1,88,TRUE,Joji,81,10638942,N/A,3FLlai6YTV9IwCU0KolG1w,PIXELATED KISSES,2025-10-14,1,single,1.84
27sGm7McOlhSQ1szOJlpt8,MEGAFAUNA,1,24,TRUE,Stanza,10,218,N/A,17Jly2HpndZXgnbRZediYa,MEGAFAUNA,2025-10-14,1,single,2.87
6wi4GsP24EbQK8xrFl9tqI,2nd To Me,1,31,TRUE,Christian Kennedy,14,297,N/A,3yNBj3T5eLzUUwNvSDTJGc,2nd To Me,2025-10-13,1,single,3.26
7Lo6USa0PiDkwSL3SkohSi,Leavin,1,70,TRUE,Rod Wave,76,9673984,N/A,3vz6TtkNMj2rdOIsJsTA3I,Leavin,2025-10-13,1,single,2.81
3Dy4xsff7c0fRaTJpA54yd,Gone Gone Gone,1,79,FALSE,David Guetta,87,27141717,edm,39FHrt5YWp4HY7dHDn8Owz,Gone Gone Gone,2025-10-10,2,single,3.3
6t62npoUwUGjrwIawdgwA5,Goodbye For Now,1,33,FALSE,Olivia Cox,18,1263,hipdut,5IewtRLurwyZX1ymMd423l,Goodbye For Now,2025-10-10,1,single,3.5
2uHi2Fc38bs1keR72wTpwd,Here and Now (Where I Wanna Be),1,35,FALSE,Briezman,23,445,big room,1FgfwzQy0rltxdT9ALU34H,Here and Now (Where I Wanna Be),2025-10-10,1,single,3.03
3oKtvkoervQjzXyh1OMHHq,Hold My Hand,1,35,FALSE,TAMMO,19,290,N/A,22vb50tbm97kkhmvCvnsik,Hold My Hand,2025-10-10,1,single,4.4
4nds6JYKbzMdpXwuINhSEZ,Part of Me,1,75,TRUE,A Boogie Wit da Hoodie,77,8986062,melodic rap,0UGixmRqK86q9d6T0kAFnv,Part of Me,2025-10-10,1,single,2.78
2n3qIOygTL44mYyPIqlH5q,Run For The Hills,1,37,FALSE,Jason Charles Miller,43,17999,N/A,1HH8fxqDDNMlKm2T5C7EuF,Run For The Hills,2025-10-10,1,single,3.12
0n2QFaU59wkNJW0ruoaGeY,So Far,1,28,FALSE,Visibly True,20,114,N/A,63iDybCEILGBowdFohSeSP,So Far,2025-10-10,1,single,3.07
6hjbNbbRdTCIW9qcZ8OA7t,Something Like This,1,33,FALSE,The Haygoods,20,7785,N/A,7ccsvL6dhojh3gW8ViZusg,Something Like This,2025-10-10,1,single,2.22
1DwscornXpj8fmOmYVlqZt,Stateside + Zara Larsson,10,74,FALSE,PinkPantheress,78,4761364,bedroom pop,12Lig9oAX9nvpWHft5cHgF,Fancy Some More?,2025-10-10,31,album,3.07
2qtQauWqPaGHrmrXbDa35k,Constellations,1,68,FALSE,Ian Asher,70,223449,N/A,03loS7NR32bzSoH06Z2ESq,Constellations,2025-10-10,1,single,2.73
0l72HGRQkAR0imHxvpLi8a,Die On This Hill,1,76,FALSE,SIENNA SPIRO,66,182377,N/A,5pIGU5FZ74YPdUrBdk9lcC,Die On This Hill,2025-10-10,3,single,3.61
4idqAxBL2zVyfyMhi8QSZK,Distance Of Living,9,35,FALSE,Aresty.,17,4,N/A,3Mrg0RD2DiR7ma3u3lb5zT,Distance Of Living (This Life),2025-10-10,9,album,2.72
4WFfPxJv1KRekG6mxn837K,EYES CLOSED (with ZAYN),1,88,FALSE,JISOO,73,7282227,k-pop,3LOalJiwqPsviLuoNboNfc,EYES CLOSED (with ZAYN),2025-10-10,1,single,3.02
6I65Y2uL3LrvFuBS5LNVZa,Getting Down,1,30,FALSE,gigi,13,5,N/A,6zU3BVqu50xiQRhlW5Gr2A,Getting Down,2025-10-10,1,single,3.13
0fOblXmOu0vHm0fa2RezCC,Alarm,1,18,FALSE,Millo,5,429,N/A,77C5CilG76Vovcb3mtKi09,Alarm,2025-10-10,1,single,3.02
1heaOeArQtwtQKRK0gJe42,All Night Long,1,39,FALSE,KOLBEIN,28,631,"hypertechno, melbourne bounce",1B1i85DEAvHLXu7FefdggZ,All Night Long,2025-10-10,1,single,2.75
3Du1WPZLhETDT6Jr4eumkU,ANYMORE,1,18,TRUE,ASH7ON,7,308,N/A,7l4BqichAiJVxsXmUcI2zh,ANYMORE,2025-10-10,1,single,2.91
3m2dgCQagVWkSha04cZn23,Bad Boy,1,60,FALSE,KROMA,54,11283,hard techno,3XuFyvJmX0CF4IlrGvkA9r,Bad Boy,2025-10-10,1,single,2.45
2omFbch4mNZo3ksaQeX78X,Break Out,1,39,FALSE,zukrassverliebt,24,435,N/A,4kgNI75BjnV2XiaOMvegxl,Break Out,2025-10-10,1,single,3.2
5LlDzb8dY5h4npkWKVmjT5,Tropical Vacation,1,40,FALSE,Riff Raff,48,193279,N/A,3qBIUlNmeUWR1ZMdkHYpTi,Tropical Vacation,2025-10-10,1,single,2.92
4J1B7f8dgMWAcAHEm6Mvi8,Chasing the Day,1,51,FALSE,TIMBER,32,37,N/A,1YpdA0q2CSLfAbPo24jED8,Chasing the Day,2025-10-09,1,single,2.63
0jPkYjkGxwWMsRaTQbhV0x,Used To Love,1,35,FALSE,Maithili Raelle,19,2633,N/A,6u5ctfBfLmlulyYDHhytqM,Used To Love,2025-10-08,1,single,2.21
7sgx2p6KPYPia5fowJNZzO,TBB,1,31,TRUE,Sabir,18,435,N/A,3cE0fQECVV51zi5yyXiTNE,TBB,2025-10-06,1,single,2.41
31TXxq8gfgYyrYClnYY48m,The Fate of Ophelia,1,87,FALSE,Taylor Swift,100,145443567,"country, pop, indie, folk",1W57oNaAkGObOQKBTxg4e9,The Life of a Showgirl,2025-10-03,12,album,3.76
5eXgqtg3T8Av0m1FUaGHex,The Life of a Showgirl (feat. Sabrina Carpenter),12,93,TRUE,Taylor Swift,100,145489371,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,4.02
7wT275baetTMjwGNanHAno,The Serpent,1,53,FALSE,Besomorph,58,146969,slap house,49vfE41auPohus34Iino7x,The Serpent,2025-10-03,1,single,3.25
6r4DKBIre2t3kU3FYMhhbN,The Way I Know,1,29,FALSE,Padre Tóxico,26,13179,jazz rap,4YQutKXfSCLw7qJc4pITv4,The Way I Know,2025-10-03,1,single,2.15
52LucZg8sDnqlkwXL6E7uX,Turn Back Time,1,25,FALSE,Orvyn Sol,15,48,N/A,0fnBDKarUBIEuXZJT0r6DZ,Turn Back Time,2025-10-03,1,single,3.19
2fTj7u4KEt7JfWQw4Qgj2J,Wait For You,1,42,FALSE,MEDZ,37,6199,"melodic bass, future bass",5iaL4PoBJLEe9khqnoMgOu,Wait For You,2025-10-03,1,single,3.45
3gKR0BUqtDToXhqhTH7Opg,Rare,1,39,TRUE,Edd Stark,28,405,chicago drill,6OjZR1Cvok6hYjmtOlZYwQ,Rare,2025-10-03,1,single,2.9
2sMrvqJHSHGZ6uKcWoSNvW,Rock Your Body,2,28,FALSE,IV Tune,11,54,N/A,5kisseh1oMsVeVpbyWBV9L,Fortune,2025-10-03,7,album,2.81
62V2ZHslgQV98gH4AuVXnr,Ruin The Friendship,6,92,FALSE,Taylor Swift,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,3.67
4DCyPp2B9vSmkPUkctFumT,Monsters,1,38,TRUE,IAN SIZE,32,1844,"melodic bass, nightcore, bass music",7FnI6a9PZTUp70KZ6whfAm,Monsters,2025-10-03,1,single,2.17
3yWuTOYDztXjZxdE2cIRUa,Opalite,3,97,FALSE,Taylor Swift,100,145443567,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,3.92
1k2aDzjpZVZPA2N3mMLbWq,High Or Die,1,39,FALSE,Beatline,20,475,future house,0T13fYBtT1GpXgtdIiHcU8,High Or Die,2025-10-03,2,single,2.51
4qmFC3Jz5aQ0erlk2OSi2X,Honey,11,91,TRUE,Taylor Swift,100,145489371,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,3.02
0P3GQuGbDqVP9ZMs19RcUa,i don't need ur love,1,55,TRUE,Rumelis,49,8741,dark r&b,5aLnMagPMABrEV5xexp5aJ,i don't need ur love,2025-10-03,2,single,2.23
29JrUHRJumKzVu5xeELYFV,It's Giving,1,40,FALSE,Third Vibes,24,3776,N/A,3qS8ON6xAgQy0IzS8ZxBGS,It's Giving,2025-10-03,1,single,2.49
2x3mwb96B6TquRqMtbxUE1,Actually Romantic,7,93,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,2.72
1jVMR9A0OYA8nFynsTnQsx,Broken Glass,1,32,TRUE,Phay,20,5344,N/A,4WZIszwKqggGyJvRiugyrS,Broken Glass,2025-10-03,1,single,2.27
1appZ3c336FkPvCuywfmrs,CANCELLED!,10,93,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,3.52
2TEQvxxQabwLQMqWMg1qGu,Wi$h Li$t,8,93,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,3.45
5ylJtmaWPJ33cW3En7WOu0,Wood,9,93,TRUE,Taylor Swift,100,145443567,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,2.5
017erFbOyCrdz0yburnVGZ,you're a star,1,74,FALSE,Fred again..,77,2201446,"stutter house, house",3dmu97DsoFpSptXPtJEzCJ,you're a star,2025-10-03,1,single,3.65
5E2y5TSb2RJNCO01QjkgLf,Days Like These,3,75,FALSE,Luke Combs,83,13402920,country,40xQAz7RDjeznOtTYeEMLs,The Prequel,2025-10-03,3,single,3.69
62HoDY1Km6lm47haFpUn9c,Eldest Daughter,5,92,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,4.1
1jgTiNob5cVyXeJ3WgX5bL,Elizabeth Taylor,2,95,FALSE,Taylor Swift,100,145489371,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,3.47
4O31bgaZWxZkF3uHrdyavg,Energy,1,40,FALSE,Tolou,28,4401,N/A,3RqIFGcrmoqWMV7t9S4lh2,Energy,2025-10-03,1,single,3.04
03bTIHJElXZ0O0jqOQvAbY,Father Figure,4,94,TRUE,Taylor Swift,100,145542136,"country, pop, indie, folk",4a6NzYL1YHRUgx9e3YZI6I,The Life of a Showgirl,2025-10-03,12,album,3.54
4NgPNxsqi2HQ7AnCvvRK8G,Super Woman,2,35,FALSE,Haifa Wehbe,51,1151605,"egyptian pop, khaleeji",5XIpOWNfS3eGY9RSxtsg8Q,Mega Haifa,2025-10-02,6,single,3.72
1dosSsKwYF7hoQA2kuu6wI,The Fate of Ophelia,3,75,FALSE,Taylor Swift,100,145443567,"country, pop, indie, folk",4tFsJC9jQ0Qjj7HSExhAdm,The Life of a Showgirl (Track by Track Version),2025-10-02,26,album,3.76
1auysW6jt1rZwBGyEDRKWc,Ties in Texas,1,42,FALSE,Lindsey Fish,23,3629,N/A,6kKwUpSKqq2ESNPwk4mV0z,Ties in Texas,2025-10-02,1,single,3.11
0N979cmYBbE2TyhrW6KZu0,Till We Meet Again,1,52,FALSE,Van Herpen,37,1081,N/A,0ZeOEJSTeArDoeDk9FIqrT,Till We Meet Again,2025-10-02,1,single,2.46
280erC1K7sdT9ngrmIW3Fl,VHS,1,36,FALSE,Eiza Murphy,20,4162,N/A,3m2rW07CPQ0m7CPRs331PV,VHS,2025-10-02,1,single,3.57
3SHZFceclOHREMcgZJERnf,يا قلبي أنا,1,31,FALSE,Anthony Touma,20,3260,moroccan pop,0QJ0Q3QqJRikK1EdWzYQCS,يا قلبي أنا,2025-10-02,1,single,2.85
7AD4wFJjj4o3goO7FHtSW8,Heisenberg,1,54,FALSE,Soolking,69,6204568,"french rap, pop urbaine, french r&b, moroccan pop",03DQwQwDBPlEoYLgsZrn9d,Heisenberg,2025-10-02,1,single,2.51
3Mo4pOC2m12uXZKV3CYVsI,ENCOSTA NA QUEBRADA,1,11,TRUE,Tarja Preta 013,12,80,N/A,0jRgjsC1gLn5TaQ1KxEj3K,ENCOSTA NA QUEBRADA,2025-10-01,1,single,2.61
3l2ruzIpduKBz0OOSHl3sS,MAD SCIENTIST,2,23,FALSE,Homeboy Delmar,13,22,N/A,4kDfd9klHcraucJMp44v9W,CELEBRITY ON THE SAND,2025-10-01,5,single,2.51
22fpETmqgcXJL6AhdJh6iV,Pick A Side,1,46,TRUE,4ourty8,29,6670,N/A,7cWdt7NxKyn9OrQOSbcJrY,Pick A Side,2025-10-01,1,single,2.33
3dIJ5WV6Rog364UqLbBP5R,Something Must Sup,1,28,FALSE,Kaptain Swizzy,13,290,N/A,2n1nDA48H03nQJS03g4gmn,Something Must Sup,2025-10-01,1,single,2.99
2eIMpbGVn6i5PKqoMAiq1T,Still on the go,1,27,FALSE,KEV-Y,12,6,N/A,26Ft7Jje9sFfFU8YNaCBem,Still on the go,2025-10-01,1,single,3.66
4hFt3Ht6b9OLsesqx51aq1,superstar,1,68,TRUE,Artemas,74,1377042,N/A,2r7vK3RnYfofnAkMruYhSI,superstar,2025-10-01,3,single,2.82
2iczyHyjgSKeT5HrXkdv2X,Touch Bress,1,26,TRUE,Fameboy BL,14,192,N/A,1VxMimfaUp2mHk6no0Rt51,Touch Bress,2025-09-30,1,single,3.16
1laJP8wLuA8oVnfREaCPxr,Hot (Cut Water),1,24,TRUE,Big Jude,8,13,N/A,359uI58UXQPRDp2ZyJaak5,Hot (Cut Water),2025-09-30,1,single,1.7
4kwedianT9A4FOCTBRZEmJ,Don't Need Him,1,36,TRUE,Shelailai,23,2256,N/A,4TcMHQXoMshvClT6kz0aIw,Don't Need Him,2025-09-30,1,single,2.57
6DYul32gElizGgTrtRYrNY,gigolo,1,77,TRUE,bbno$,78,2730121,N/A,58Xf2l1m7iWhfwoRjx75C0,gigolo,2025-09-30,1,single,1.97
01Fsn1fOVtC90pQatV6OqE,"I´m the Boss, You Know",1,17,TRUE,Camilla Sun,6,3,N/A,3JA6vtZ2Rv7DTFjcN92cS0,"I´m the Boss, You Know",2025-09-29,1,single,2.21
7hH6xRAqH9yCkPfRVDGHrt,Wall Flowers,1,56,FALSE,POW,45,73003,N/A,6JNlu1MYZPrJTU7KC3wJj8,Wall Flowers,2025-09-29,1,single,3
1rRQbz1Co1QxxRq4852AgI,My New Ex,1,50,FALSE,Ana Shine,45,27570,N/A,2llBy2tM0pZgbj0nOAtKH8,My New Ex,2025-09-28,1,single,3.2
4GAqLL3l5bM2VyTlZ1Lub0,Need You Know,12,43,FALSE,JD & The Straight Chasers,49,1874,N/A,0thIG0Zu7K49qQE13Cr53K,Southern Comfort Classics (Deluxe Version),2025-09-28,14,album,2.6
4IkFCv3PASUNvPVuwMnjnu,Picture,14,35,FALSE,JD & The Straight Chasers,49,1855,N/A,0thIG0Zu7K49qQE13Cr53K,Southern Comfort Classics (Deluxe Version),2025-09-28,14,album,2.92
3wicn7uBSaGtBLTSbjsnmy,You Make It Easy,11,39,FALSE,JD & The Straight Chasers,49,1874,N/A,0thIG0Zu7K49qQE13Cr53K,Southern Comfort Classics (Deluxe Version),2025-09-28,14,album,2.08
0mMlCTDHCyBiCv0Dj0dDyN,Chicken Fried,8,41,FALSE,JD & The Straight Chasers,49,1866,N/A,0thIG0Zu7K49qQE13Cr53K,Southern Comfort Classics (Deluxe Version),2025-09-28,14,album,2.59
0SpmzpKIlAthaOVXjlnh4p,Body,1,36,TRUE,Misfit Milli,22,90,jersey club,7KBVG2181o0BmMgrcgRiLQ,Body,2025-09-27,1,single,2.22
008IUIsNQSU2VURuEnhGgj,By My Side,1,36,FALSE,Khari!,19,1413,N/A,6qY485VczzLt075kfhyb6d,By My Side,2025-09-26,1,single,2.82
2oa1QiGJTfqvD5i4mRhV4O,take a dive,1,36,FALSE,India Thieriot,24,2803,N/A,2pcTtrMr36wWuk8MWyWzq4,take a dive,2025-09-26,1,single,2.85
04a44cx2PJthIbN2aLMXhl,TIT FOR TAT,1,91,TRUE,Tate McRae,88,9256589,pop,1ks1k7zln4TyBjn1CF3vCz,TIT FOR TAT,2025-09-26,1,single,2.93
23JdfQOgv9Z3MsSAaIsjmB,TNA,1,37,TRUE,Amb1shn,19,139,bongo flava,0sXtDJxg9UeuqQSfYbhFHP,TNA,2025-09-26,1,single,3.03
2ZCDXVmOLnKUHYVpycIq5F,What You Is,1,74,TRUE,YoungBoy Never Broke Again,84,14936207,N/A,6hGxO3RlfPxP0OuXukj5Ju,What You Is,2025-09-26,1,single,3.76
